t_state,state_name,country_id,country_code,country_name,region_name,state_code,type,latitude,longitude,entry_status,create_date,create_by,update_date,update_by
218,Benguela Province,7,AO,Angola,Africa,BGU,,-12.8003744,13.914399,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
212,BiÃ© Province,7,AO,Angola,Africa,BIE,,-12.5727907,17.668887,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
228,Cabinda Province,7,AO,Angola,Africa,CAB,,-5.0248749,12.3463875,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
226,Cuando Cubango Province,7,AO,Angola,Africa,CCU,,-16.4180824,18.8076195,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
217,Cuanza Norte Province,7,AO,Angola,Africa,CNO,,-9.2398513,14.6587821,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
216,Cuanza Sul,7,AO,Angola,Africa,CUS,,-10.595191,15.4068079,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
215,Cunene Province,7,AO,Angola,Africa,CNN,,-16.2802221,16.1580937,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
213,Huambo Province,7,AO,Angola,Africa,HUA,,-12.5268221,15.5943388,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
225,HuÃ­la Province,7,AO,Angola,Africa,HUI,,-14.9280553,14.6587821,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
222,Luanda Province,7,AO,Angola,Africa,LUA,,-9.035088,13.2663479,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
223,Lunda Norte Province,7,AO,Angola,Africa,LNO,,-8.3525022,19.1880047,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
220,Lunda Sul Province,7,AO,Angola,Africa,LSU,,-10.2866578,20.7122465,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
227,Malanje Province,7,AO,Angola,Africa,MAL,,-9.8251183,16.912251,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
219,Moxico Province,7,AO,Angola,Africa,MOX,,-13.4293579,20.3308814,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
224,UÃ­ge Province,7,AO,Angola,Africa,UIG,,-7.1736732,15.4068079,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
214,Zaire Province,7,AO,Angola,Africa,ZAI,,-6.5733458,13.1740348,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3708,Barbuda,10,AG,Antigua And Barbuda,Americas,10,,17.6266242,-61.7713028,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3703,Redonda,10,AG,Antigua And Barbuda,Americas,11,,16.938416,-62.3455148,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
